"REF_DATE","GEO","DGUID","Products and product groups","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-01","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","144.1","","","","1"
"2020-02","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","144.6","","","","1"
"2020-03","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","139.3","","","","1"
"2020-04","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","138.3","","","","1"
"2020-05","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","140.8","","","","1"
"2020-06","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","143.5","","","","1"
"2020-07","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","143.7","","","","1"
"2020-08","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","142.4","","","","1"
"2020-09","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","140.8","","","","1"
"2020-10","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","141.4","","","","1"
"2020-11","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","141.7","","","","1"
"2020-12","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","142.7","","","","1"
"2021-01","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","145.3","","","","1"
"2021-02","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","147.5","","","","1"
"2021-03","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","149.0","","","","1"
"2021-04","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","149.7","","","","1"
"2021-05","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","150.9","","","","1"
"2021-06","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","151.6","","","","1"
"2021-07","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","152.1","","","","1"
"2021-08","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","153.8","","","","1"
"2021-09","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","153.4","","","","1"
"2021-10","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","155.8","","","","1"
"2021-11","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","155.7","","","","1"
"2021-12","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","155.0","","","","1"
"2022-01","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","157.5","","","","1"
"2022-02","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","160.8","","","","1"
"2022-03","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","165.1","","","","1"
"2022-04","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","165.9","","","","1"
"2022-05","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","171.9","","","","1"
"2022-06","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","175.1","","","","1"
"2022-07","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","171.2","","","","1"
"2022-08","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","167.7","","","","1"
"2022-09","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","163.8","","","","1"
"2022-10","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","167.6","","","","1"
"2022-11","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","166.9","","","","1"
"2022-12","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","163.0","","","","1"
"2023-01","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","164.3","","","","1"
"2023-02","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","163.2","","","","1"
"2023-03","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","164.1","","","","1"
"2023-04","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","167.1","","","","1"
"2023-05","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","166.8","","","","1"
"2023-06","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","168.9","","","","1"
"2023-07","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","171.6","","","","1"
"2023-08","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","172.6","","","","1"
"2023-09","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","170.8","","","","1"
"2023-10","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","168.1","","","","1"
"2023-11","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","167.6","","","","1"
"2023-12","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","169.3","","","","1"
"2024-01","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","167.2","","","","1"
"2024-02","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","168.2","","","","1"
"2024-03","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","170.3","","","","1"
"2024-04","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","173.3","","","","1"
"2024-05","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","173.6","","","","1"
"2024-06","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","173.9","","","","1"
"2024-07","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","176.0","","","","1"
"2024-08","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","173.4","","","","1"
"2024-09","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","169.3","","","","1"
"2024-10","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","170.5","","","","1"
"2024-11","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","171.1","","","","1"
"2024-12","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","174.6","","","","1"
"2025-01","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","173.6","","","","1"
"2025-02","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","173.8","","","","1"
"2025-03","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","173.6","","","","1"
"2025-04","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","169.9","","","","1"
"2025-05","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","171.4","","","","1"
"2025-06","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","172.3","","","","1"
"2025-07","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","173.3","","","","1"
"2025-08","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","172.2","","","","1"
"2025-09","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","171.3","","","","1"
"2025-10","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","170.6","","","","1"
"2025-11","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","171.6","","","","1"
"2025-12","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","172.6","","","","1"
"2019-01","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","146.2","","","","1"
"2019-02","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","145.8","","","","1"
"2019-03","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","155.4","","","","1"
"2019-04","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","165.4","","","","1"
"2019-05","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","167.1","","","","1"
"2019-06","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","161.1","","","","1"
"2019-07","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","165.5","","","","1"
"2019-08","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","160.7","","","","1"
"2019-09","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","159.5","","","","1"
"2019-10","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","158.0","","","","1"
"2019-11","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","159.0","","","","1"
"2019-12","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","158.7","","","","1"
"2020-01","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","158.1","","","","1"
"2020-02","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","155.3","","","","1"
"2020-03","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","136.7","","","","1"
"2020-04","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","125.6","","","","1"
"2020-05","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","133.4","","","","1"
"2020-06","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","146.3","","","","1"
"2020-07","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","149.6","","","","1"
"2020-08","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","149.3","","","","1"
"2020-09","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","147.8","","","","1"
"2020-10","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","150.5","","","","1"
"2020-11","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","150.0","","","","1"
"2020-12","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","153.2","","","","1"
"2021-01","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","150.4","","","","1"
"2021-02","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","156.8","","","","1"
"2021-03","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","166.0","","","","1"
"2021-04","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","170.1","","","","1"
"2021-05","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","173.2","","","","1"
"2021-06","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","174.9","","","","1"
"2021-07","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","177.1","","","","1"
"2021-08","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","177.8","","","","1"
"2021-09","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","178.4","","","","1"
"2021-10","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","187.8","","","","1"
"2021-11","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","187.9","","","","1"
"2021-12","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","182.8","","","","1"
"2022-01","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","187.0","","","","1"
"2022-02","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","197.5","","","","1"
"2022-03","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","212.4","","","","1"
"2022-04","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","215.5","","","","1"
"2022-05","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","234.6","","","","1"
"2022-06","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","239.6","","","","1"
"2022-07","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","227.0","","","","1"
"2022-08","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","215.3","","","","1"
"2022-09","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","203.1","","","","1"
"2022-10","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","216.4","","","","1"
"2022-11","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","214.3","","","","1"
"2022-12","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","197.6","","","","1"
"2023-01","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","203.8","","","","1"
"2023-02","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","200.7","","","","1"
"2023-03","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","201.0","","","","1"
"2023-04","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","203.6","","","","1"
"2023-05","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","202.7","","","","1"
"2023-06","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","205.0","","","","1"
"2023-07","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","208.2","","","","1"
"2023-08","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","214.4","","","","1"
"2023-09","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","211.9","","","","1"
"2023-10","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","202.3","","","","1"
"2023-11","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","200.3","","","","1"
"2023-12","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","196.0","","","","1"
"2024-01","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","195.7","","","","1"
"2024-02","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","199.7","","","","1"
"2024-03","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","203.9","","","","1"
"2024-04","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","214.0","","","","1"
"2024-05","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","212.3","","","","1"
"2024-06","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","209.3","","","","1"
"2024-07","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","213.1","","","","1"
"2024-08","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","208.2","","","","1"
"2024-09","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","198.2","","","","1"
"2024-10","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","199.4","","","","1"
"2024-11","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","200.1","","","","1"
"2024-12","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","199.7","","","","1"
"2025-01","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","205.4","","","","1"
"2025-02","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","204.9","","","","1"
"2025-03","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","203.3","","","","1"
"2025-04","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","181.8","","","","1"
"2025-05","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","184.4","","","","1"
"2025-06","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","184.1","","","","1"
"2025-07","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","187.2","","","","1"
"2025-08","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","187.8","","","","1"
"2025-09","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","190.4","","","","1"
"2025-10","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","180.3","","","","1"
"2025-11","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","186.2","","","","1"
"2025-12","Ontario","2016A000235","Energy","2002=100","17","units","0","v41692051","14.288","177.4","","","","1"


